route_id,agency_id,route_short_name,route_long_name,route_type,route_desc,route_code
54574,1,BM4,KANARYA CADDESİ - AVCILAR CAMİİ,3,,BM4_G_D1389
54575,1,76G,SU ÜRÜNLERİ HALİ - AVCILAR CAMİİ,3,,76G_G_D1894
54576,1,HT48,AREL ÜNİVERSİTESİ - AVCILAR CAMİİ,3,,HT48_G_D2735
54577,1,76TM,TEPEKENT SONDURAK - HARAMİDERE,3,,76TM_G_D2753
54578,1,HT29,KIRAÇ - AVCILAR CAMİİ,3,,HT29_G_D2754
54579,1,25S1,HACIOSMAN METRO - SARIYER MERKEZ,3,,25S1_G_D3082
54580,1,25S2,HACIOSMAN METRO - BAHÇEKÖY ÖĞRENCİ YURDU,3,,25S2_G_D3166
54581,1,29GM,MASLAK GAZETECİLER SİTESİ - HACIOSMAN,3,MASLAK GAZETECİLER SİTESİ - HACIOSMAN METRO GÜZERGAHINDA HİZMET VERİR,29GM_G_D3382
54582,1,25C,TARABYA ÜSTÜ - HACIOSMAN METRO,3,TARABYA ÜSTÜ-SARIYER HAMİDİYE ETFAL HASTANESİ-HACIOSMAN METRO GÜZERGAHINDA HİZMET VERİR.,25C_G_D3879
54583,1,25C,TARABYA ÜSTÜ - HACIOSMAN METRO,3,TARABYA ÜSTÜ-TARABYA BAYIRI-KEFELİKÖY-SARIYER HAMİDİYE ETFAL HASTANESİ GÜZERGAHINDA HİZMET VERİR.,25C_G_D3980
54584,1,98S,KANUNİ SULTAN SÜLEYMAN - KARTALTEPE,3,,98S_G_D8060
54585,1,15F,KADIKÖY - ŞAHİNKAYA GARAJI,3,,15F_D_D3522
54586,1,144,HARAMİDERE - BOĞAZKÖY SON DURAK,3,,144_D_D3982
54587,1,144,BOĞAZKÖY SON DURAK - HARAMİDERE,3,,144_G_D3984
54588,1,48,MECİDİYEKÖY AVM - BAHÇEKÖY CADDESİ,3,,48_D_D3985
54589,1,BA-1,ARABA MEYDANI - ÇINAR CADDESİ,3,,BA-1_G_D3986
54598,1,13,AŞIK VEYSEL CADDESİ - KADIKÖY,3,SEFERLER POLİS EVLERİN'DEN KALKAR.,13_G_D3998
54601,1,50G,KÖPRÜBAŞI MAHALLESİ - ALİBEYKÖY METRO,3,,50G_G_D0
54602,1,50G,ALİBEYKÖY METRO - KÖPRÜBAŞI MAHALLESİ,3,,50G_D_D0
54603,1,50G,KÖPRÜBAŞI MAHALLESİ - ALİBEYKÖY METRO,3,,50G_G_D4001
54604,1,50G,ALİBEYKÖY METRO - KÖPRÜBAŞI MAHALLESİ,3,,50G_D_D4002
54606,1,36CB,İSTİKLAL MAHALLESİ - CEBECİ KÖYÜ,3,,36CB_D_D4003
54607,1,36CB,CEBECİ KÖYÜ - İSTİKLAL MAHALLESİ,3,,36CB_G_D4004
54608,1,UM36,ESENEVLER MAHALLESİ - BULGURLU METRO,3,,UM36_G_D0
54609,1,UM30,ADEM YAVUZ MAHALLESİ - TEPEÜSTÜ,3,,UM30_G_D0
54610,1,UM30,TEPEÜSTÜ - ADEM YAVUZ MAHALLESİ,3,,UM30_D_D0
54611,1,UM30,ADEM YAVUZ MAHALLESİ - UĞUR MUMCU SOKAK,3,,UM30_G_D3997
54612,1,401T,TEPEKENT - HARAMİDERE,3,TÜRKOBA MEYDAN GÜZERGAHINDA HİZMET VERİR.,401T_G_D4005
54613,1,401T,HARAMİDERE - TEPEKENT,3,TÜRKOBA MEYDAN GÜZERGAHINDA HİZMET VERİR.,401T_D_D4006
54614,1,TM5,ALİBEYKÖY METRO - 5.LEVENT A,3,,TM5_G_D4007
54615,1,48,MECİDİYEKÖY AVM - İSTANBUL EVLERİ,3,,48_D_D4009
54616,1,48,İSTANBUL EVLERİ - MECİDİYEKÖY AVM,3,,48_G_D4012
54617,1,129L,4.LEVENT METRO - BOSTANCI KÖPRÜSÜ,3,,129L_D_D4013
54618,1,132S,KARTAL HÜKÜMET KONAĞI - NİŞANTEPE,3,,132S_G_D4014
54619,1,132S,NİŞANTEPE - KARTAL HÜKÜMET KONAĞI,3,,132S_D_D4015
54620,1,BA-4,ARABA MEYDANI - ADALAR MÜZESİ,3,,BA-4_G_D4016
54621,1,47N,NUR SİTESİ - ALİBEYKÖY METRO,3,,47N_G_D4017
54622,1,TM6,NUR SİTESİ - ALİBEYKÖY METRO,3,,TM6_G_D0
54623,1,TM6,ALİBEYKÖY METRO - NUR SİTESİ,3,,TM6_D_D0
54624,1,TM6,NUR SİTESİ - ALİBEYKÖY METRO,3,,TM6_G_D4018
54625,1,TM6,ALİBEYKÖY METRO - NUR SİTESİ,3,,TM6_D_D4021
54626,1,91E,AKSARAY - GÖZTEPE MAHALLESİ,3,,91E_D_D4022
54627,1,DT1,VADİ - TAKSİM,3,PARK OTEL'E GİRMEZ.,DT1_G_D2790
54628,1,50K,KAZLIÇEŞME MARMARAY - ALİBEYKÖY METRO,3,,50K_D_D4024
54629,1,SB,GECEM SOKAK - SULTANBEYLİ KIZ ANADOLU İMAM HATİP LİSESİ,3,,SB_G_D0
54630,1,92Ş,ÇAĞLAYAN YOLU - YENİ MAHALLE METRO,3,ÇAĞLAYAN YOLU-YENİMAHALLE GÜZERGAHINDA HİZMET VERİR.,92Ş_D_D4025
54631,1,TM1,EMNİYETTEPE - ALİBEYKÖY METRO,3,,TM1_G_D0
54632,1,TM1,ALİBEYKÖY METRO - EMNİYETTEPE,3,,TM1_D_D0
54633,1,TM1,ALİBEYKÖY METRO - EMNİYETTEPE,3,,TM1_D_D4026
54634,1,ARN1,İSTİKLAL MAHALLESİ - ARNAVUTKÖY PERONLAR,3,,ARN1_G_D0
54635,1,ARN1,ARNAVUTKÖY PERONLAR - İSTİKLAL MAHALLESİ,3,,ARN1_D_D0
54636,1,BM5,SAHİL YOLU MUHTARLIĞI - HARAMİDERE,3,,BM5_G_D0
54637,1,BM5,HARAMİDERE - SAHİL YOLU MUHTARLIĞI,3,,BM5_D_D0
54638,1,78F,FENERTEPE PERONLAR - BAŞAKŞEHİR METROKENT,3,,78F_G_D4027
54640,1,TM6,NUR SİTESİ - ALİBEYKÖY GASİLHANESİ,3,RİNG OLARAK HİZMET VERİR.,TM6_G_D4037
54641,1,8E,ESENEVLER MAHALLESİ - KADIKÖY,3,,8E_G_D4038
54648,1,136,DEĞİRMENDERE CAMİİ - SULTANİYE,3,,136_G_D4044
54649,1,33Y,GİYİMKENT - KOCATEPE METRO,3,GİYİMKENT KOCATEPE METRO.,33Y_G_D4045
54650,1,33Y,KOCATEPE METRO - ESENLER VERGI DAİRESİ,3,,33Y_D_D4046
54651,1,15TK,TOKATKÖY - KADIKÖY,3,,15TK_G_D4047
54652,1,38Z,ZÜBEYDE HANIM MAHALLESİ - RAMİ YOLU,3,,38Z_G_D4048
54653,1,132V,LALE SİTESİ - PALMİYE,3,,132V_G_D4049
54655,1,89B,KÜÇÜKÇEKMECE ANADOLU LİSESİ - ŞİRİNEVLER,3,TEPEÜSTÜ-ŞİRİNEVLER METROBÜS GÜZERGAHINDA RİNG OLARAK HİZMET VERİR,89B_G_D1382
54659,1,MK53,TEKSTİLKENT - GİYİMKENT METRO İSTASYONU - SULTANGAZİ PERONLAR,3,,MK53_D_D1061
54660,1,98S,KANUNİ SULTAN SÜLEYMAN - BAKIRKÖY,3,,98S_G_D1031
54661,1,98S,BAKIRKÖY - KANUNİ SULTAN SÜLEYMAN,3,,98S_D_D1068
54662,1,TM1,EMNİYETTEPE - ALİBEYKÖY METRO,3,,TM1_G_D1069
54663,1,TM1,ALİBEYKÖY METRO - EMNİYETTEPE,3,,TM1_D_D1070
54664,1,50B,ALİBEYKÖY METRO - ZUHURATBABA,3,,50B_G_D0
54665,1,50B,ZUHURATBABA - ALİBEYKÖY METRO,3,,50B_D_D0
54666,1,50E,ALİBEYKÖY METRO - EMİNÖNÜ,3,,50E_G_D0
54667,1,50B,ALİBEYKÖY METRO - BAKIRKÖY,3,RİNG OLARAK HİZMET VERİR.,50B_G_D1071
54668,1,50E,EMİNÖNÜ - ALİBEYKÖY METRO,3,,50E_D_D0
54669,1,50E,ALİBEYKÖY METRO - NAMIK KEMAL,3,,50E_G_D1072
54670,1,50S,ALİBEYKÖY METRO - ŞİŞLİ MERKEZ,3,,50S_G_D0
54671,1,50S,ŞİŞLİ MERKEZ - ALİBEYKÖY METRO,3,,50S_D_D0
54672,1,50S,ALİBEYKÖY METRO - NAMIK KEMAL,3,RİNG OLARAK HİZMET VERİR.,50S_G_D1606
54673,1,50V,ALİBEYKÖY METRO - VEZNECİLER,3,,50V_G_D0
54674,1,50V,VEZNECİLER - ALİBEYKÖY METRO,3,,50V_D_D0
54675,1,50Y,ALİBEYKÖY METRO - YENİKAPI ETKİNLİK ALANI,3,,50Y_G_D0
54676,1,50Y,YENİKAPI ETKİNLİK ALANI - ALİBEYKÖY METRO,3,,50Y_D_D0
54677,1,132Y,SÜTÇÜ İMAM CADDESİ - KARTAL METRO,3,,132Y_G_D2193
54678,1,KM21,SÜTÇÜ İMAM CADDESİ - CEVİZLİ PERONLAR,3,,KM21_G_D2194
54679,1,47N,NUR SİTESİ - EMİNÖNÜ,3,,47N_G_D2260
54680,1,47N,EMİNÖNÜ - NUR SİTESİ,3,,47N_D_D2302
54681,1,AVR1,HADIMKÖY AKPINAR PERONLAR - İMSAN SANAYİ SİTESİ,3,,AVR1_G_D2303
54695,1,26A,FULYA MAHALLESİ - EMİNÖNÜ KANTARCILAR,3,19 MAYIS MAHALLESİ'NE HİZMET VERİR.,26A_G_D3793
54696,1,46KT,KUŞTEPE - TAKSİM,3,,46KT_G_D3642
54699,1,90B,DRAMAN - AKSARAY,3,,90B_G_D1383
54700,1,90B,AKSARAY - DRAMAN,3,,90B_D_D1507
54703,1,50V,ALİBEYKÖY METRO - VEZNECİLER,3,RİNG OLARAK HİZMET VERİR.,50V_G_D1510
54704,1,50Y,ALİBEYKÖY METRO - YENİKAPI ETKİNLİK ALANI,3,,50Y_G_D1936
54705,1,39,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - YENİKAPI ETKİNLİK ALANI,3,,39_G_D8130
54706,1,39,YENİKAPI ETKİNLİK ALANI - YAYLIM SOKAK-ŞEHİT MURAT TAŞ,3,,39_D_D8131
54707,1,39A,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - VEZNECİLER,3,,39A_G_D8128
54708,1,39A,VEZNECİLER - YAYLIM SOKAK-ŞEHİT MURAT TAŞ,3,,39A_D_D8129
54709,1,49A,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - YAYLIM SOKAK,3,,49A_G_D8126
54710,1,49A,ŞİŞLİ MERKEZ - YAYLIM SOKAK-ŞEHİT MURAT TAŞ,3,,49A_D_D8127
54711,1,448,GÜZELCE KAPALI PAZAR - HARAMİDERE,3,,448_G_D8711
54712,1,99,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - EMİNÖNÜ,3,,99_G_D8123
54713,1,448,HARAMİDERE - GÜZELCE KAPALI PAZAR,3,,448_D_D8712
54714,1,99,EMİNÖNÜ - YAYLIM SOKAK-ŞEHİT MURAT TAŞ,3,,99_D_D8124
54715,1,99,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - MALİYE BLOKLARI,3,,99_G_D8125
54716,1,49A,YAYLIM SOKAK-ŞEHİT MURAT TAŞ - ŞİŞLİ MERKEZ,3,,49A_G_D8132
54717,1,76Y,İHLASMARMARA EVLERİ - AMBARLI KAVŞAĞI,3,İHLAS MARMARA EVLERİ - AMBARLI KAVŞAĞI GÜZERGAHINDA HİZMET VERİR.,76Y_G_D2350
54718,1,136,SULTANİYE - DEĞİRMENDERE CAMİİ,3,,136_D_D2748
54719,1,336,ARNAVUTKÖY POLİS OKULU - EMİNÖNÜ KANTARCILAR,3,,336_G_D2749
54720,1,300,TÜYAP - MARMARA CEZAEVİ,3,SAATLER KUMBURGAZ MESLEKİ VE TEKNİK ANADOLU LİSESİNE UĞRAYIP MARMARA CEZAEVİ GÜZERGAHINDA HİZMET VERİR.,300_G_D2752
54721,1,73,HARBİYE ASKERİ MÜZE - ŞİRİNEVLER,3,SAATLER ŞİRİNEVLERDE BİTER.,73_D_D2773
54722,1,14ŞB,ACAR SOKAK - KADIKÖY,3,ACAR SOKAK DURAĞINDAN BAŞLAR.,14ŞB_G_D2859
54723,1,336H,YASSIÖREN - MESCİD - İ SELAM,3,,336H_G_D2866
54724,1,142B,KANUNİ SULTAN SÜLEYMAN - BELEDİYE,3,,142B_G_D2867
54726,1,300,MARMARA CEZAEVİ - TÜYAP,3,,300_D_D3235
54727,1,401T,AREL ÜNİVERSİTESİ - TÜYAP,3,TÜYAP'A KADAR HİZMET VERİR.,401T_G_D3512
54728,1,36V,ÇİMEN CAMİ - YAYLA MAHALLESİ,3,SAATTE YAYLA MAHALLESİ-EMİNÖNÜ GÜZERGAHINDA HİZMET VERİR.,36V_G_D3530
54729,1,HT29,BÜYÜKÇEKMECE - AĞAÇ SARAY EVLERİ,3,,HT29_G_D3694
54730,1,HT19,BÜYÜKÇEKMECE - ÇAKMAK KÖYÜ CAMİ,3,BÜYÜKÇEKMECE SON DURAK-ÇAKMAKLI CUMHURIYET ANADOLU LİSESİ GÜZERGAHINDA HİZMET VERİR.,HT19_G_D3798
54731,1,HT19,ÇAKMAK KÖYÜ CAMİ - BÜYÜKÇEKMECE,3,,HT19_D_D3889
54732,1,76T,GÜMÜŞSUYU PERON - BOĞAZKÖY SON DURAK,3,,76T_D_D3987
54733,1,37T,ELMADAĞ - ÇIRÇIR METRO,3,,37T_D_D8135
54734,1,300,MARMARA CEZAEVİ - TÜYAP,3,,300_G_D4023
54735,1,300,TÜYAP - MARMARA CEZAEVİ,3,,300_D_D4050
54736,1,48T,ELMADAĞ - HAMİDİYE MAHALLESİ,3,,48T_D_D8134
54737,1,49T,ELMADAĞ - YEŞİLPINAR,3,,49T_D_D8133
54738,1,142F,SEYİT ONBAŞI - İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ,3,SEYİT ONBAŞI DURAĞINDAN BAŞLAR.,142F_G_D3988
54739,1,132V,YENİDOĞAN PERONLAR - FATİH SULTAN MEHMET MEZARLIĞI,3,YENİDOĞAN PERONLAR - FATİH SULTAN MEHMET MEZARLIĞI GÜZERGAHINDA RİNG OLARAK HİZMET VERİR.,132V_G_D4051
54740,1,92B,BAĞCILAR DEVLET HASTANESİ - AKSARAY RİNG,3,SAATTE  BAĞCILAR DEVLET HASTANESİ - AKSARAY GÜZERGAHINDA HİZMET VERİR.,92B_G_D4052
54741,1,97,15 TEMMUZ MAHALLESİ AİLE SAĞLIĞI MERKEZİ - ZEYTİNBURNU,3,,97_G_D4055
54742,1,137,GÜMÜŞSUYU MAHALLESİ - ÇOK PROGRAMLI LİSE,3,,137_G_D4056
54743,1,36D,ARNAVUTKÖY PERONLAR - HEYBETLİ SOKAK,3,16:00 SEFERİMİZ HACIMAŞLI'YA GİRMEZ.,36D_G_D4058
54744,1,133TM,EGEMENLİK CADDESİ - AYDINLI TOKİ PERONLAR,3,SEFERLER EGEMENLİK CADDESİ DURAĞINDAN BAŞLAR.,133TM_D_D4059
54745,1,HT6,KOCATEPE METRO - BATIŞEHİR,3,,HT6_D_D4060
54746,1,300B,BÜYÜK ÇAVUŞLU SON DURAK - TÜYAP,3,,300B_G_D0
54747,1,300B,TÜYAP - BÜYÜK ÇAVUŞLU SON DURAK,3,,300B_D_D0
54748,1,300C,ÇAĞDAŞKENT - TÜYAP,3,,300C_G_D0
54749,1,76G,SU ÜRÜNLERİ HALİ - BEYLİKDÜZÜ,3,GÜRPINAR - BEYLİKDÜZÜ METROBÜS GÜZERGAHINDA HİZMET VERİR.,76G_G_D2860
54750,1,300D,DEĞİRMENKÖY KONUTLAR - TÜYAP,3,,300D_G_D0
54751,1,300D,TÜYAP - DEĞİRMENKÖY KONUTLAR,3,,300D_D_D0
54752,1,300S,MARMARA CEZAEVİ - TÜYAP,3,,300S_G_D0
54753,1,300S,TÜYAP - MARMARA CEZAEVİ,3,,300S_D_D0
54754,1,300S,MARMARA CEZAEVİ - TÜYAP,3,SAATTE MARMARA CEZAEVİ- KUMBURGAZ MESL.VE TEK.AND.LİSESİ-TÜYAP GÜZERGAHINDA HİZMET VERİR.,300S_G_D2861
54755,1,300S,TÜYAP - MARMARA CEZAEVİ,3,,300S_D_D3245
54756,1,UM73,SABİHA GÖKÇEN HAVALİMANI - NECİP FAZIL METRO,3,,UM73_G_D0
54757,1,UM73,NECİP FAZIL METRO - SABİHA GÖKÇEN HAVALİMANI,3,,UM73_D_D0
54758,1,9KS,KOÇULLU SAPAĞI - NECİP FAZIL METRO,3,KOÇULLU SAPAĞI'NDAN BAŞLAR.,9KS_G_D4061
54759,1,AND2Y,TANDOĞAN CADDESİ - ADALET SARAYI,3,,AND2Y_G_D4063
54760,1,AND2Y,SANCAKTEPE KAVŞAĞI - ADALET SARAYI,3,,AND2Y_G_D4064
54761,1,AND2Y,ŞİFA MAHALLESİ - ADALET SARAYI,3,,AND2Y_G_D4065
54762,1,300C,TÜYAP - ÇAĞDAŞKENT,3,,300C_D_D0
54763,1,38Z,ZÜBEYDE HANIM MAHALLESİ - KAFKAS,3,,38Z_G_D4066
54764,1,336G,CEBECİ PERONLAR - TEPE ÜSTÜ,3,CEBECİ-MESCİDİ SELAM-HABİPLER GÜZERGAHINDA HİZMET VERİR.,336G_D_D4067
54765,1,300M,MİMARSİNAN MAHALLESİ - TÜYAP,3,,300M_G_D0
54766,1,336G,CEBECİ PERONLAR - TEPE ÜSTÜ,3,CEBECİ-MESCİDİ SELAM-HABİPLER GÜZERGAHINDA HİZMET VERİR.,336G_D_D4068
54767,1,MK49,SULTANGAZİ PERONLAR - ÇIRÇIR METRO,3,SULTANGAZİ PERON-ÇIRÇIR METRO GÜZERGAHINDA HİZMET VERİR.,MK49_G_D4069
54768,1,MK49,ÇIRÇIR METRO - SULTANGAZİ PERONLAR,3,SULTANGAZİ PERON-ÇIRÇIR METRO GÜZERGAHINDA HİZMET VERİR.,MK49_D_D4070
54769,1,300M,TÜYAP - MİMARSİNAN MAHALLESİ,3,,300M_D_D0
54771,1,AVR1,KAYALAR SOKAK - BAKIRKÖY,3,,AVR1_G_D4072
54772,1,F1,TAVŞANTEPE METRO - İSTANBUL PARK,3,SEFERLER TAVŞANTEPE METRO INTERCITY İSTANBUL PARK ARASINDA.,F1_G_D4074
54773,1,F1,İSTANBUL PARK - TAVŞANTEPE METRO,3,,F1_D_D4075
54774,1,F1,NECİP FAZIL METRO - İSTANBUL PARK,3,SEFERLER ÇEKMEKÖY METRO INTERCITY İSTANBUL PARK ARASINDA.,F1_G_D4076
54775,1,F1,İSTANBUL PARK - NECİP FAZIL METRO,3,,F1_D_D4077
54776,1,50C,ALİBEYKÖY METRO - ŞİŞLİ MERKEZ,3,,50C_G_D0
54777,1,50C,ŞİŞLİ MERKEZ - ALİBEYKÖY METRO,3,,50C_D_D0
54778,1,50C,ALİBEYKÖY METRO - ŞİŞLİ MERKEZ,3,,50C_G_D4078
54779,1,50D,AYAZAĞA - ALİBEYKÖY METRO,3,,50D_G_D0
54780,1,50D,ALİBEYKÖY METRO - AYAZAĞA,3,,50D_D_D0
54781,1,50L,ALİBEYKÖY METRO - BEŞİKTAŞ PERONLAR,3,,50L_G_D0
54782,1,50L,BEŞİKTAŞ PERONLAR - ALİBEYKÖY METRO,3,,50L_D_D0
54783,1,50L,ALİBEYKÖY METRO - BEŞİKTAŞ MEYDAN,3,,50L_G_D4079
54784,1,50N,ALİBEYKÖY METRO - HARBİYE ASKERİ MÜZE,3,,50N_G_D0
54785,1,50N,HARBİYE ASKERİ MÜZE - ALİBEYKÖY METRO,3,,50N_D_D0
54786,1,50N,ALİBEYKÖY METRO - NAMIK KEMAL,3,,50N_G_D4081
54787,1,50T,ALİBEYKÖY METRO - GÜMÜŞSUYU PERON,3,,50T_G_D0
54788,1,50T,GÜMÜŞSUYU PERON - ALİBEYKÖY METRO,3,,50T_D_D0
54789,1,50T,ALİBEYKÖY METRO - TAKSİM,3,,50T_G_D4082
54790,1,36F,CEBECİ PERONLAR - OLİMPİYATKÖY METRO,3,,36F_G_D4083
54791,1,36F,OLİMPİYATKÖY METRO - CEBECİ PERONLAR,3,,36F_D_D4086
54792,1,50D,ALİBEYKÖY METRO - AYAZAĞA,3,,50D_D_D4087
54793,1,91M,FATİH MAHALLESİ YANYOL - MECİDİYEKÖY METROBÜS,3,,91M_G_D4088
54794,1,91M,MECİDİYEKÖY METROBÜS - FATİH MAHALLESİ YANYOL,3,,91M_D_D4091
54795,1,15TA,KAVACIK AKTARMA - MECİDİYEKÖY VİYADÜK,3,,15TA_G_D4092
54797,1,132S,EBRU SOKAK - KARTAL,3,EBRU SOKAK DURAĞI'NDAN BAŞLAR.,132S_G_D4094
54798,1,KM11,AMİNE HATUN CAMİİ - PENDİK KÖPRÜSÜ,3,SEFERLER AMİNE HATUN CAMİİ DURAĞINDAN BAŞLAR.,KM11_G_D4095
54799,1,135,POYRAZKÖY - SULTANİYE,3,,135_G_D4096
54800,1,135,SULTANİYE - POYRAZKÖY,3,,135_D_D4097
54801,1,36,YUSUFPAŞA - YENİ MAHALLE METRO,3,,36_D_D4099
54802,1,147,ISPARTAKULE BLOKLARI - TAHTAKALE YOLU,3,,147_G_D4101
54803,1,19,NAR ÇİÇEĞİ - KADIKÖY,3,SEFER NAR ÇİÇEĞİ DURAĞINDAN SEFERİNE BAŞLAR.,19_G_D4102
54804,1,19,UZUNÇAYIR METROBÜS - AHMET EMEKLİGİL AİLE SAĞLIĞI MERKEZİ,3,,19_D_D4103
54805,1,319,UZUNÇAYIR METROBÜS - ÜSKÜDAR CADDESİ,3,,319_D_D4104
54806,1,131TD,SARIGAZİ GARAJI - HİLAL MAHALLESİ MUHTARLIĞI,3,,131TD_D_D4105
54807,1,130Ş,ŞİFA SONDURAK - KADIKÖY,3,,130Ş_G_D4106
54808,1,130Ş,KADIKÖY - ŞİFA SONDURAK,3,,130Ş_D_D4107
54809,1,KM21,VELİBABA MAHALLESİ - SÜTÇÜ İMAM CADDESİ,3,SEFERLER VELİBABA MAHALLESİ DURAĞI'NDAN BAŞLAR.,KM21_D_D4108
54810,1,11CÜ,HATTAT HASAN ÇELEBİ CADDESİ - BAĞ SOKAK,3,SEFER BAĞ SOKAK'DA SEFERİNİ TAMAMLAR.,11CÜ_G_D4110
54811,1,88,TOPKAPI - SULTANGAZİ PERONLAR,3,,88_D_D4111
54812,1,336A,BALABAN CAMİİ - MESCİD - İ SELAM,3,BAKLALI GÜZERGAHINDA HİZMET VERİR.,336A_G_D4112
54813,1,KM41,KÜÇÜKYALI METRO - NÖROLOJİK BİLİMLER,3,,KM41_D_D4113
54814,1,16YK,YEDİTEPE ÜNİVERSİTESİ ALT KAPI - KOZYATAĞI METRO,3,SEFERLER KOZYATAĞI METRO'DA BİTER.,16YK_G_D4114
"54815,1,KM28,MUSTAFA KARUŞAĞI İLKOKULU - OKAN ÜNİVERSİTESİ,3,""SEFERLER KURTKÖY METRO İSTASYONU İLE OKAN ÜNİVERSİTESİ ARASINDA, ANKARA CADDESİ GÜZERGAHINI KULLANIR."",KM28_D_D4115"
54816,1,50T,ALİBEYKÖY METRO - HARBİYE ASKERİ MÜZE,3,,50T_G_D8556
54817,1,50T,GÜMÜŞSUYU PERON - ALİBEYKÖY METRO,3,,50T_D_D8557
54818,1,TM10,YEŞİLPINAR - ALİBEYKÖY METRO,3,,TM10_G_D0
54819,1,TM10,ALİBEYKÖY METRO - YEŞİLPINAR,3,,TM10_D_D0
54820,1,TM10,YEŞİLPINAR - ALİBEYKÖY METRO,3,RİNG OLARAK HİZMET VERİR.,TM10_G_D4116
54821,1,TM11,YEŞİLPINAR - ALİBEYKÖY METRO,3,,TM11_G_D0
54822,1,TM11,ALİBEYKÖY METRO - YEŞİLPINAR,3,,TM11_D_D0
54823,1,31Y,A KAPISI - YENİKAPI ETKİNLİK ALANI,3,AYAZMA AĞAOĞLU-YENİKAPI GÜZERGAHINDA HİZMET VERİR.,31Y_G_D4117
54824,1,TM11,YEŞİLPINAR - ALİBEYKÖY METRO,3,RİNG OLARAK HİZMET VERİR.,TM11_G_D4118
54825,1,TM12,KARADOLAP MAHALLESİ - ALİBEYKÖY METRO,3,,TM12_G_D0
54826,1,TM12,ALİBEYKÖY METRO - KARADOLAP MAHALLESİ,3,,TM12_D_D0
54827,1,TM12,KARADOLAP MAHALLESİ - ALİBEYKÖY METRO,3,RİNG OLARAK HİZMET VERİR.,TM12_G_D4119
54828,1,31Y,A KAPISI - YENİKAPI ETKİNLİK ALANI,3,AYAZMA AĞAOĞLU-YENİKAPI GÜZERGAHINDA HİZMET VERİR.,31Y_G_D4120
54829,1,622,RECEP TAYYİP ERDOĞAN CADDESİ - MECİDİYEKÖY MEZARLIK,3,VEYSEL KARANİ'DEN BAŞLAR.,622_G_D4121
54830,1,47L,KARADOLAP MAHALLESİ - HACIOSMAN METRO,3,,47L_G_D4122
54831,1,19F,KOZYATAĞI METRO - HAYDAR ALİYEV ÖĞR.YURDU,3,,19F_D_D4123
54832,1,31Y,YENİKAPI ETKİNLİK ALANI - A KAPISI,3,AYAZMA AĞAOĞLU-YENİKAPI GÜZERGAHINDA HİZMET VERİR.,31Y_D_D4124
54833,1,AVR1,11.BÖLGE - İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,AVR1_G_D4125
54834,1,KM72,TRABZON CADDESİ - ŞEHİT POLİS HACI DUMAN - BATTALGAZİ MAHALLESİ,3,TRABZON CADDESİ ŞEHİT POLİS HACI DUMAN DURAĞI'NDAN BAŞLAR.,KM72_G_D4126
54835,1,41SF,FATİH SULTAN MEHMET - MEHMET ŞAM LİSESİ,3,MEHMET ŞAM LİSESİ-FATİH SULTAN MEHMET GÜZERGAHINDA HİZMET VERİR.,41SF_D_D4127
54836,1,41SF,MEHMET ŞAM LİSESİ - FATİH SULTAN MEHMET,3,MEHMET ŞAM LİSESİ-FATİH SULTAN MEHMET GÜZERGAHINDA HİZMET VERİR.,41SF_G_D4128
54838,1,UM74,BATTALGAZİ MAHALLESİ - İMES CAMİİ,3,,UM74_G_D4130
54839,1,UM74,İMES CAMİİ - BATTALGAZİ MAHALLESİ,3,,UM74_D_D4131
54840,1,25S1,HACIOSMAN METRO - SARIYER MERKEZ,3,,25S1_G_D4132
54845,1,22RE,FATİH SULTAN MEHMET - İSTİNYE DEREİÇİ,3,FATİH SULTAN MEHMET-İSTİNYE DEREİÇİ GÜZERGAHINDA HİZMET VERİR.,22RE_G_D4138
54846,1,22RE,İSTİNYE DEREİÇİ - FATİH SULTAN MEHMET,3,FATİH SULTAN MEHMET-İSTİNYE DEREİÇİ GÜZERGAHINDA HİZMET VERİR.,22RE_D_D4139
54847,1,MK19,A KAPISI - ZİYA GÖKALP METRO,3,A KAPISI-ZİYA GÖKALP METRO GÜZERGAHINDA HİZMET VERİR.,MK19_G_D4140
54848,1,SB,SAİD NURSİ CADDESİ - BATTALGAZİ MAHALLESİ,3,SAİD NURSİ CADDESİ - BATTALGAZİ MAHALLESİ GÜZERGAHINDA HİZMET VERİR.,SB_D_D4141
54849,1,TM2,HAMİDİYE MAHALLESİ - HAMİDİYE MAHALLESİ,3,,TM2_G_D3078
54850,1,TM3,HAMİDİYE MAHALLESİ - HAMİDİYE MAHALLESİ,3,,TM3_G_D3077
54851,1,TM4,HASDAL METRO - ALİBEYKÖY METRO,3,,TM4_G_D0
54852,1,TM4,ALİBEYKÖY METRO - HASDAL METRO,3,,TM4_D_D0
54853,1,TM7,ÇIRÇIR METRO - ALİBEYKÖY METRO,3,,TM7_G_D0
